"DP","L.Fx","L.Fy","L.Fz","L.Mx","L.My","L.Mz","R.Fx","R.Fy","R.Fz","R.Mx","R.My","R.Mz","L.COFx","L.COFy","R.COFx","R.COFy","COFx","COFy","COGx","COGy"
1,32.469,-0.459,333.362,61.503,-215.113,-84.97,-36.932,-3.942,381.638,50.644,-66.011,78.93,-1.542,0.47,-0.535,0.347,-0.233,0.404,0.01,0.016
2,32.997,-1.098,333.367,36.294,-215.23,-82.51,-36.572,-5.375,377.711,16.478,-64.055,78.831,-1.541,0.28,-0.527,0.125,-0.29,0.198,0.02,0.032
3,32.792,-1.565,331.647,17.436,-211.894,-82.951,-36.371,-6.842,372.497,-33.595,-60.314,77.663,-1.524,0.138,-0.508,-0.211,-0.324,-0.046,0.029,0.046
4,32.507,-3.059,331.686,-20.215,-208.512,-81.582,-36.086,-9.878,369.533,-93.421,-62.318,73.263,-1.499,-0.146,-0.525,-0.616,-0.369,-0.393,0.038,0.06
5,32.787,-4.556,331.691,-45.424,-208.629,-79.08,-35.736,-11.375,369.586,-143.566,-62.854,72.293,-1.499,-0.334,-0.528,-0.956,-0.37,-0.662,0.047,0.07
6,32.631,-5.696,332.578,-70.517,-208.675,-78.86,-35.725,-13.655,369.625,-181.174,-63.256,65.454,-1.496,-0.521,-0.53,-1.208,-0.385,-0.883,0.054,0.078
7,32.667,-6.351,332.581,-83.121,-208.734,-78.914,-35.786,-13.787,371.412,-200.267,-63.704,62.933,-1.496,-0.616,-0.531,-1.333,-0.357,-0.994,0.062,0.082
8,33.161,-6.607,333.035,-92.494,-206.967,-77.09,-37.323,-12.792,373.082,-193.627,-56.751,64.953,-1.479,-0.686,-0.485,-1.284,-0.306,-1.002,0.068,0.084
9,33.158,-6.714,333.456,-89.426,-208.7,-79.248,-37.896,-10.549,375.284,-184.469,-58.735,58.217,-1.491,-0.661,-0.498,-1.221,-0.29,-0.957,0.075,0.082
10,33.786,-5.938,333.876,-86.358,-210.433,-75.352,-37.898,-8.224,378.273,-162.372,-53.579,61.867,-1.5,-0.639,-0.459,-1.069,-0.235,-0.867,0.081,0.078
11,33.352,-5.383,334.746,-67.453,-210.281,-75.151,-38.484,-6.873,381.749,-137.426,-53.792,65.809,-1.496,-0.496,-0.458,-0.897,-0.193,-0.709,0.087,0.071
12,33.423,-4.768,334.719,-48.591,-213.744,-74.303,-38.344,-5.626,386.548,-115.603,-55.997,63.434,-1.523,-0.355,-0.466,-0.745,-0.135,-0.564,0.093,0.063
13,34.021,-3.748,334.262,-26.613,-215.453,-76.378,-38.436,-4.783,390.014,-96.701,-56.272,67.438,-1.536,-0.191,-0.464,-0.618,-0.079,-0.421,0.099,0.054
14,34.276,-2.333,334.26,-14.008,-215.394,-77.634,-37.843,-4.513,395.732,-87.551,-62.291,65.883,-1.535,-0.099,-0.495,-0.551,-0.008,-0.344,0.106,0.045
15,34.325,-0.922,333.803,7.969,-217.102,-76.374,-38.297,-4.376,398.339,-68.842,-62.452,71.247,-1.55,0.063,-0.493,-0.428,0.033,-0.204,0.113,0.035
16,34.476,-0.089,333.377,30.11,-215.252,-75.653,-37.746,-5.019,400.541,-59.685,-64.435,71.306,-1.537,0.23,-0.502,-0.366,0.074,-0.095,0.12,0.026
