"DP","L.Fx","L.Fy","L.Fz","L.Mx","L.My","L.Mz","R.Fx","R.Fy","R.Fz","R.Mx","R.My","R.Mz","L.COFx","L.COFy","R.COFx","R.COFy","COFx","COFy","COGx","COGy"
1,19.96,-1.059,289.371,690.561,-233.173,-79.746,-22.296,-2.817,288.069,779.516,148.226,88.496,-1.978,6.065,1.23,6.883,-0.403,6.473,0.003,-0.005
2,20.1,-0.709,290.243,696.861,-233.08,-78.018,-22.399,-2.278,286.341,785.743,144.974,93.421,-1.971,6.101,1.209,6.978,-0.469,6.536,0.005,-0.009
3,20.762,0.09,289.789,706.234,-234.847,-79.527,-22.081,-1.565,284.59,785.806,145.215,93.787,-1.987,6.19,1.219,7.019,-0.502,6.601,0.007,-0.012
4,20.502,0.49,288.914,712.539,-234.881,-77.964,-22.587,-1.253,282.803,792.243,149.083,92.238,-1.994,6.263,1.26,7.12,-0.507,6.687,0.008,-0.016
5,20.984,-0.362,286.747,709.475,-233.275,-82.218,-22.318,-1.164,281.957,792.17,145.643,92.327,-1.993,6.286,1.234,7.14,-0.49,6.709,0.009,-0.019
6,20.463,-1.52,281.081,687.395,-232.018,-75.904,-22.324,-1.47,280.646,782.755,147.5,91.236,-2.024,6.217,1.256,7.09,-0.394,6.653,0.01,-0.023
7,20.555,-3.584,276.321,659.173,-227.169,-78.935,-22.494,-1.97,279.804,764.103,143.866,90.79,-2.014,6.072,1.226,6.943,-0.312,6.51,0.01,-0.026
8,19.971,-4.113,275.486,627.827,-223.82,-81.269,-22.436,-3.265,280.735,738.893,139.917,87.912,-1.991,5.803,1.187,6.697,-0.279,6.254,0.011,-0.029
9,18.952,-4.722,277.251,602.539,-220.267,-80.973,-22.616,-4.23,284.728,710.378,137.291,88.355,-1.95,5.537,1.146,6.352,-0.229,5.95,0.013,-0.034
10,18.853,-5.113,280.774,571.062,-216.609,-87.665,-22.963,-5.384,287.829,682.12,134.791,82.645,-1.893,5.184,1.11,6.038,-0.231,5.616,0.014,-0.04
11,18.725,-5.085,284.28,552.265,-216.436,-83.809,-23.596,-6.578,291.357,656.921,134.041,87.644,-1.868,4.952,1.088,5.749,-0.231,5.356,0.016,-0.048
12,19.074,-5.153,288.21,542.644,-214.431,-81.785,-23.059,-7.074,293.981,644.515,133.552,85.202,-1.824,4.8,1.076,5.592,-0.246,5.2,0.019,-0.059
13,19.436,-5.527,290.832,536.335,-214.27,-81.642,-23.711,-7.295,295.327,634.899,131.488,89.464,-1.805,4.703,1.051,5.485,-0.278,5.097,0.022,-0.073
14,19.6,-4.938,293.453,530.025,-214.109,-76.949,-23.341,-7.15,297.506,637.894,132.997,93.511,-1.787,4.604,1.058,5.47,-0.276,5.04,0.024,-0.09
15,19.822,-4.623,294.732,539.468,-219.293,-81.148,-23.657,-6.212,297.042,641.209,134.874,92.026,-1.823,4.665,1.074,5.504,-0.324,5.086,0.027,-0.11
16,20.627,-3.757,294.72,558.256,-219.212,-77.715,-23.817,-5.334,295.705,656.867,136.999,90.83,-1.82,4.824,1.097,5.66,-0.34,5.243,0.03,-0.132
17,20.44,-3.531,293.377,574.009,-224.557,-80.114,-23.648,-4.211,293.905,675.841,141.001,92.728,-1.875,4.982,1.139,5.855,-0.356,5.419,0.033,-0.155
18,20.618,-2.705,292.055,596.108,-226.321,-78.29,-23.442,-3.498,292.15,694.483,141.437,95.158,-1.898,5.194,1.15,6.05,-0.372,5.622,0.036,-0.18
19,20.362,-2.414,292.471,624.385,-227.936,-77.953,-22.829,-2.703,289.504,713.383,141.999,93.751,-1.91,5.431,1.168,6.268,-0.437,5.847,0.039,-0.205
20,19.802,-1.358,292.466,649.594,-227.819,-80.574,-22.753,-2.087,286.834,726.12,146.055,93.028,-1.911,5.646,1.215,6.437,-0.474,6.038,0.041,-0.229
