"DP","L.Fx","L.Fy","L.Fz","L.Mx","L.My","L.Mz","R.Fx","R.Fy","R.Fz","R.Mx","R.My","R.Mz","L.COFx","L.COFy","R.COFx","R.COFy","COFx","COFy","COGx","COGy"
1,14.626,-1.451,305.08,547.715,-108.448,-115.056,-16.427,-3.974,300.13,76.351,-19.033,110.273,-0.855,4.565,-0.215,0.659,-0.631,2.628,-0.019,0.039
2,14.895,-0.917,305.08,547.715,-108.448,-110.897,-16.338,-3.839,299.689,73.173,-17.229,107.812,-0.854,4.563,-0.2,0.633,-0.632,2.615,-0.028,0.056
3,14.415,-1.189,305.524,544.525,-106.66,-118.367,-16.773,-3.796,300.153,69.858,-19.106,113.77,-0.84,4.531,-0.217,0.604,-0.632,2.585,-0.037,0.071
4,14.82,-0.914,305.952,554.015,-108.356,-114.959,-16.019,-3.796,299.725,66.799,-20.856,112.109,-0.851,4.602,-0.23,0.579,-0.661,2.611,-0.047,0.086
5,14.502,-0.915,305.952,554.015,-108.356,-113.27,-16.372,-3.974,300.153,69.858,-19.106,115.647,-0.852,4.602,-0.216,0.604,-0.646,2.622,-0.056,0.099
6,14.569,-0.739,306.824,560.315,-108.263,-113.267,-16.498,-3.926,301.477,66.736,-21.097,109.252,-0.849,4.641,-0.232,0.575,-0.644,2.626,-0.066,0.111
7,14.627,-0.517,307.276,563.546,-106.437,-116.749,-16.013,-4.053,300.608,60.5,-21.044,112.846,-0.832,4.66,-0.231,0.525,-0.66,2.615,-0.075,0.121
8,14.145,-0.508,307.697,566.614,-108.17,-109.405,-16.048,-3.924,301.071,57.184,-22.92,110.685,-0.847,4.679,-0.246,0.495,-0.674,2.61,-0.084,0.131
9,14.226,-0.426,308.117,569.683,-109.903,-112.908,-16.531,-3.787,300.63,54.006,-21.117,116.392,-0.86,4.698,-0.233,0.469,-0.691,2.609,-0.094,0.14
10,14.365,-0.599,307.718,572.961,-104.59,-106.823,-16.271,-4.592,300.202,50.948,-22.867,114.231,-0.817,4.731,-0.247,0.446,-0.677,2.615,-0.103,0.148
11,14.403,0.138,307.242,575.987,-109.937,-116.009,-15.997,-4.001,298.892,41.534,-21.01,116.082,-0.862,4.761,-0.232,0.366,-0.709,2.594,-0.112,0.155
12,14.639,-0.503,308.125,576.104,-109.866,-110.511,-16.363,-4.45,298.464,38.475,-22.76,113.785,-0.858,4.751,-0.248,0.342,-0.74,2.582,-0.122,0.162
13,14.892,-0.377,307.242,575.987,-109.937,-111.466,-16.537,-4.674,298.023,35.297,-20.956,111.328,-0.861,4.763,-0.234,0.316,-0.726,2.574,-0.131,0.167
14,14.671,-0.444,307.242,575.987,-109.937,-114.395,-16.973,-4.678,297.618,25.746,-22.78,114.072,-0.861,4.763,-0.251,0.235,-0.743,2.535,-0.14,0.172
15,14.715,-0.395,308.125,576.104,-109.866,-117.861,-16.493,-5.133,297.19,22.688,-24.53,109.449,-0.858,4.75,-0.265,0.211,-0.773,2.522,-0.149,0.176
16,14.847,-0.297,308.989,575.983,-109.81,-113.155,-16.268,-5.52,297.19,22.688,-24.53,112.376,-0.855,4.736,-0.264,0.212,-0.788,2.518,-0.159,0.179
17,14.839,-0.513,308.997,582.404,-109.773,-111.492,-16.491,-5.211,297.19,22.688,-24.53,108.779,-0.855,4.789,-0.265,0.211,-0.788,2.545,-0.168,0.182
18,15.329,-0.468,309.861,582.283,-109.718,-111.581,-16.542,-5.395,296.736,32.046,-22.592,109.11,-0.85,4.775,-0.249,0.292,-0.803,2.582,-0.178,0.184
19,15.109,-0.375,310.289,591.772,-111.414,-112.579,-16.018,-4.856,296.723,44.582,-22.458,112.051,-0.864,4.845,-0.246,0.398,-0.817,2.671,-0.188,0.185
20,15.109,-0.483,309.835,601.145,-113.18,-116.894,-16.553,-4.273,297.128,54.133,-20.635,108.079,-0.879,4.93,-0.232,0.477,-0.801,2.75,-0.197,0.186
21,14.941,-0.159,310.263,610.635,-114.876,-108.663,-16.241,-3.61,295.828,63.418,-22.137,110.961,-0.892,5,-0.244,0.557,-0.848,2.831,-0.207,0.188
22,15.159,0.333,310.26,623.24,-114.818,-112.808,-16.073,-2.811,295.351,79.269,-20.126,114.542,-0.891,5.101,-0.227,0.691,-0.849,2.95,-0.217,0.189
23,14.846,0.226,310.258,635.844,-114.759,-109.008,-16.399,-2.686,295.338,91.806,-19.992,110.905,-0.892,5.205,-0.227,0.799,-0.849,3.056,-0.226,0.192
24,14.872,0.933,310.678,638.913,-116.492,-116.164,-16.315,-2.81,295.301,98.179,-16.365,114.191,-0.905,5.221,-0.195,0.854,-0.849,3.093,-0.236,0.194
25,14.683,0.982,309.373,648.332,-114.771,-115.656,-16.201,-2.995,295.288,110.715,-16.231,112.384,-0.895,5.32,-0.194,0.962,-0.819,3.192,-0.246,0.198
26,14.626,0.723,309.811,651.639,-116.489,-112.488,-15.96,-2.916,296.148,110.909,-16.346,113.477,-0.908,5.34,-0.194,0.961,-0.817,3.2,-0.256,0.203
27,14.835,1.368,309.38,654.754,-114.734,-106.182,-16.588,-2.826,297.003,117.025,-12.845,114.097,-0.894,5.371,-0.165,1.01,-0.77,3.235,-0.265,0.209
28,15.08,1.34,309.38,654.754,-114.734,-115.843,-16.328,-2.686,296.98,123.519,-12.772,108.852,-0.893,5.371,-0.164,1.065,-0.77,3.262,-0.275,0.215
29,14.826,1.483,308.929,651.522,-116.56,-112.771,-16.501,-2.517,298.313,126.44,-14.702,113.828,-0.911,5.352,-0.18,1.085,-0.751,3.256,-0.284,0.223
