"DP","L.Fx","L.Fy","L.Fz","L.Mx","L.My","L.Mz","R.Fx","R.Fy","R.Fz","R.Mx","R.My","R.Mz","L.COFx","L.COFy","R.COFx","R.COFy","COFx","COFy","COGx","COGy"
1,17.871,-1.019,285.991,184.978,-177.164,-71.821,-19.37,-5.641,338.208,-81.641,-34.787,59.287,-1.511,1.646,-0.318,-0.597,0.092,0.431,-0.009,0.01
2,18.101,-1.359,286.432,194.393,-175.317,-72.165,-19.246,-5.378,338.208,-81.641,-34.787,53.294,-1.492,1.729,-0.318,-0.597,0.091,0.469,-0.014,0.016
3,17.924,-1.181,285.56,188.093,-175.41,-67.232,-19.196,-5.272,338.672,-84.956,-36.664,54.431,-1.498,1.677,-0.331,-0.622,0.108,0.43,-0.018,0.021
4,17.734,-0.569,285.988,197.582,-177.106,-70.562,-19.014,-5.006,339.113,-81.778,-38.468,55.142,-1.511,1.757,-0.344,-0.598,0.094,0.479,-0.023,0.026
5,18.096,-0.721,285.558,200.697,-175.351,-74.681,-19.239,-4.873,339.1,-81.898,-34.913,55.832,-1.497,1.788,-0.318,-0.599,0.123,0.492,-0.027,0.032
6,17.964,-0.173,286.453,200.739,-171.737,-70.474,-19.015,-4.655,339.959,-81.704,-35.028,54.412,-1.46,1.781,-0.317,-0.597,0.136,0.49,-0.031,0.038
7,17.722,0.196,286.853,197.461,-177.05,-71.118,-19.453,-4.693,341.71,-81.768,-35.269,54.07,-1.506,1.748,-0.319,-0.594,0.137,0.475,-0.035,0.044
8,17.838,0.013,286.876,191.203,-173.528,-68.793,-19.753,-4.681,341.733,-88.261,-35.342,57.965,-1.474,1.693,-0.32,-0.642,0.151,0.423,-0.038,0.049
9,18.032,0.036,286.863,191.277,-177.072,-66.702,-19.753,-4.868,342.57,-94.23,-31.963,56.547,-1.505,1.694,-0.294,-0.685,0.166,0.399,-0.042,0.055
10,17.301,-0.209,287.331,181.83,-171.761,-68.437,-19.8,-4.86,343.034,-97.546,-33.84,56.897,-1.458,1.608,-0.308,-0.708,0.178,0.348,-0.045,0.061
11,17.308,-0.779,287.761,178.715,-173.516,-69.599,-19.521,-5.448,343.07,-103.919,-37.467,55.807,-1.472,1.58,-0.334,-0.754,0.149,0.311,-0.048,0.066
12,17.613,-0.469,286.459,175.53,-171.854,-70.153,-19.61,-6.028,341.332,-116.392,-37.36,57.596,-1.463,1.558,-0.335,-0.849,0.15,0.25,-0.051,0.071
13,17.611,-0.961,286.91,178.762,-170.029,-68.648,-19.529,-6.29,340.868,-113.077,-35.483,56.158,-1.444,1.586,-0.321,-0.824,0.148,0.277,-0.053,0.075
